company_name,cin,model_name,model_version,latest_financial_year,financial_year,ml_probability,model_threshold,ml_class,risk_band,rule_flag_count,rule_flags_triggered,top_reasons,support_summary,framing_message,imputed_feature_fraction
Deccan Chronicle Holdings,L22122TG2002PLC040110,hist_gradient_boosting,tier1a_v1,2012,2010,0.47214282176990635,0.39999999999999986,1,High,3,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,ML probability 0.472 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Deccan Chronicle Holdings,L22122TG2002PLC040110,hist_gradient_boosting,tier1a_v1,2012,2011,0.34374973957168975,0.39999999999999986,0,Medium,5,declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative. | Borrowings trend over the available years is increasing.,ML probability 0.344 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.; Borrowings trend over the available years is increasing.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Deccan Chronicle Holdings,L22122TG2002PLC040110,hist_gradient_boosting,tier1a_v1,2012,2012,0.7521225998325616,0.39999999999999986,1,High,10,weak_interest_coverage|excessive_leverage|weak_liquidity|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend|leverage_spike|margin_drop,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.","ML probability 0.752 against threshold 0.400. 10 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,hist_gradient_boosting,tier1a_v1,2014,2012,0.4914184212315941,0.39999999999999986,1,High,1,declining_revenue_trend,Revenue trend over the available years is negative.,ML probability 0.491 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: Revenue trend over the available years is negative.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,hist_gradient_boosting,tier1a_v1,2014,2013,0.6418863628422083,0.39999999999999986,1,High,3,weak_liquidity|negative_operating_cash_flow|declining_revenue_trend,"Current ratio is below 1, indicating a short-term liquidity deficit. | Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative.","ML probability 0.642 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Elder Pharmaceuticals Ltd,L24239MH1983PLC029714,hist_gradient_boosting,tier1a_v1,2014,2014,0.6918084764258701,0.39999999999999986,1,High,3,weak_liquidity|declining_revenue_trend|margin_drop,"Current ratio is below 1, indicating a short-term liquidity deficit. | Revenue trend over the available years is negative. | Net profit margin deteriorated materially year over year.","ML probability 0.692 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; Revenue trend over the available years is negative.; Net profit margin deteriorated materially year over year.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Era Infra Engineering,L74899DL1990PLC041350,hist_gradient_boosting,tier1a_v1,2017,2015,0.7520907136387496,0.39999999999999986,1,High,5,weak_interest_coverage|excessive_leverage|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Net profit margin is negative.","ML probability 0.752 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Net profit margin is negative.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Era Infra Engineering,L74899DL1990PLC041350,hist_gradient_boosting,tier1a_v1,2017,2016,0.7521827009507678,0.39999999999999986,1,High,5,weak_interest_coverage|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend|margin_drop,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.","ML probability 0.752 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Era Infra Engineering,L74899DL1990PLC041350,hist_gradient_boosting,tier1a_v1,2017,2017,0.752183726167995,0.39999999999999986,1,High,4,weak_interest_coverage|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Net profit margin is negative. | Revenue trend over the available years is negative.","ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Net profit margin is negative.; Revenue trend over the available years is negative.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Gammon India Ltd,L74999DL1922PLC000997,hist_gradient_boosting,tier1a_v1,2017,2014,0.7521609080212727,0.39999999999999986,1,High,4,excessive_leverage|negative_operating_cash_flow|large_contingent_liabilities|declining_revenue_trend,"Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue. | Contingent liabilities exceed 50% of net worth.","ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.; Contingent liabilities exceed 50% of net worth.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Gammon India Ltd,L74999DL1922PLC000997,hist_gradient_boosting,tier1a_v1,2017,2016,0.7518945502482061,0.39999999999999986,1,High,4,excessive_leverage|weak_liquidity|large_contingent_liabilities|declining_revenue_trend,"Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit. | Contingent liabilities exceed 50% of net worth.","ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.; Contingent liabilities exceed 50% of net worth.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Gammon India Ltd,L74999DL1922PLC000997,hist_gradient_boosting,tier1a_v1,2017,2017,0.7513897607250297,0.39999999999999986,1,High,8,weak_interest_coverage|excessive_leverage|weak_liquidity|negative_profit_margin|large_contingent_liabilities|declining_revenue_trend|leverage_spike|margin_drop,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit.","ML probability 0.751 against threshold 0.400. 8 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Gitanjali Gems Limited,L36911MH1986PLC040689,hist_gradient_boosting,tier1a_v1,2017,2015,0.7510368368951938,0.39999999999999986,1,High,2,large_contingent_liabilities|rising_borrowings_trend,Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.,ML probability 0.751 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Gitanjali Gems Limited,L36911MH1986PLC040689,hist_gradient_boosting,tier1a_v1,2017,2016,0.7520186165254155,0.39999999999999986,1,High,2,large_contingent_liabilities|rising_borrowings_trend,Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.,ML probability 0.752 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Gitanjali Gems Limited,L36911MH1986PLC040689,hist_gradient_boosting,tier1a_v1,2017,2017,0.7442946644037637,0.39999999999999986,1,High,2,large_contingent_liabilities|rising_borrowings_trend,Contingent liabilities exceed 50% of net worth. | Borrowings trend over the available years is increasing.,ML probability 0.744 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Contingent liabilities exceed 50% of net worth.; Borrowings trend over the available years is increasing.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,hist_gradient_boosting,tier1a_v1,2018,2016,0.7513500857723739,0.39999999999999986,1,High,4,excessive_leverage|weak_liquidity|qualified_audit_signal|large_contingent_liabilities,"Debt-to-equity is above 2, indicating elevated leverage. | Current ratio is below 1, indicating a short-term liquidity deficit. | A qualified, adverse, or disclaimer audit opinion was detected.","ML probability 0.751 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Current ratio is below 1, indicating a short-term liquidity deficit.; A qualified, adverse, or disclaimer audit opinion was detected.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,hist_gradient_boosting,tier1a_v1,2018,2017,0.7424425797968883,0.39999999999999986,1,High,1,qualified_audit_signal,"A qualified, adverse, or disclaimer audit opinion was detected.","ML probability 0.742 against threshold 0.400. 1 rule-based red flag(s) were triggered. Key reasons: A qualified, adverse, or disclaimer audit opinion was detected.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
HCC (Hindustan Construction Co Ltd),L26922MH1926PLC000407,hist_gradient_boosting,tier1a_v1,2018,2018,0.7506028807028585,0.39999999999999986,1,High,2,weak_liquidity|qualified_audit_signal,"Current ratio is below 1, indicating a short-term liquidity deficit. | A qualified, adverse, or disclaimer audit opinion was detected.","ML probability 0.751 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Current ratio is below 1, indicating a short-term liquidity deficit.; A qualified, adverse, or disclaimer audit opinion was detected.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Hanung Toys and Textiles,L74999DL1990PLC041722,hist_gradient_boosting,tier1a_v1,2017,2015,0.7509875716700063,0.39999999999999986,1,High,4,weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.","ML probability 0.751 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Hanung Toys and Textiles,L74999DL1990PLC041722,hist_gradient_boosting,tier1a_v1,2017,2016,0.7505204408145281,0.39999999999999986,1,High,5,weak_interest_coverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|margin_drop,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Net profit margin is negative.","ML probability 0.751 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Net profit margin is negative.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Hanung Toys and Textiles,L74999DL1990PLC041722,hist_gradient_boosting,tier1a_v1,2017,2017,0.7516020079455756,0.39999999999999986,1,High,3,negative_profit_margin|declining_revenue_trend|margin_drop,Net profit margin is negative. | Revenue trend over the available years is negative. | Net profit margin deteriorated materially year over year.,ML probability 0.752 against threshold 0.400. 3 rule-based red flag(s) were triggered. Key reasons: Net profit margin is negative.; Revenue trend over the available years is negative.; Net profit margin deteriorated materially year over year.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
IVRCL Limited,L45201AP1987PLC007959,hist_gradient_boosting,tier1a_v1,2016,2014,0.7518932453817914,0.39999999999999986,1,High,6,weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.","ML probability 0.752 against threshold 0.400. 6 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
IVRCL Limited,L45201AP1987PLC007959,hist_gradient_boosting,tier1a_v1,2016,2015,0.7520959279452228,0.39999999999999986,1,High,7,weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend|leverage_spike,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.","ML probability 0.752 against threshold 0.400. 7 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
IVRCL Limited,L45201AP1987PLC007959,hist_gradient_boosting,tier1a_v1,2016,2016,0.7521966615934788,0.39999999999999986,1,High,8,weak_interest_coverage|excessive_leverage|negative_operating_cash_flow|negative_profit_margin|declining_revenue_trend|rising_borrowings_trend|leverage_spike|margin_drop,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Debt-to-equity is above 2, indicating elevated leverage. | Operating cash flow is negative despite positive revenue.","ML probability 0.752 against threshold 0.400. 8 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Debt-to-equity is above 2, indicating elevated leverage.; Operating cash flow is negative despite positive revenue.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
JVL Agro Industries,L15140UP1989PLC011396,hist_gradient_boosting,tier1a_v1,2018,2016,0.7491096305774705,0.39999999999999986,1,High,4,negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,ML probability 0.749 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
JVL Agro Industries,L15140UP1989PLC011396,hist_gradient_boosting,tier1a_v1,2018,2017,0.7517453062730363,0.39999999999999986,1,High,4,negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative. | Operating cash flow trend over the available years is negative.,ML probability 0.752 against threshold 0.400. 4 rule-based red flag(s) were triggered. Key reasons: Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.; Operating cash flow trend over the available years is negative.,This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
JVL Agro Industries,L15140UP1989PLC011396,hist_gradient_boosting,tier1a_v1,2018,2018,0.7521601957011319,0.39999999999999986,1,High,5,weak_interest_coverage|negative_operating_cash_flow|declining_revenue_trend|declining_cash_flow_trend|rising_borrowings_trend,"Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs. | Operating cash flow is negative despite positive revenue. | Revenue trend over the available years is negative.","ML probability 0.752 against threshold 0.400. 5 rule-based red flag(s) were triggered. Key reasons: Interest coverage is below 1, suggesting operating earnings may not comfortably cover finance costs.; Operating cash flow is negative despite positive revenue.; Revenue trend over the available years is negative.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
Jaiprakash Associates Ltd,L14106UP1995PLC019017,hist_gradient_boosting,tier1a_v1,2016,2014,0.7506492645167231,0.39999999999999986,1,High,2,excessive_leverage|declining_revenue_trend,"Debt-to-equity is above 2, indicating elevated leverage. | Revenue trend over the available years is negative.","ML probability 0.751 against threshold 0.400. 2 rule-based red flag(s) were triggered. Key reasons: Debt-to-equity is above 2, indicating elevated leverage.; Revenue trend over the available years is negative.",This score estimates how closely the company's financial pattern resembles historical wilful defaulter cases in the training dataset.,0.0
